date,value
07-01-01,96.074
08-01-01,99.5534
09-01-01,88.281
10-01-01,82.686
11-01-01,82.9319
12-01-01,93.0381
01-01-02,102.9955
02-01-02,95.2075
03-01-02,93.2556
04-01-02,85.795
05-01-02,85.2351
06-01-02,93.1896
07-01-02,102.393
08-01-02,101.6293
09-01-02,93.3089
10-01-02,86.9002
11-01-02,88.5749
12-01-02,100.8003
01-01-03,110.1807
02-01-03,103.8413
03-01-03,94.5532
04-01-03,85.062
05-01-03,85.4653
06-01-03,91.0761
07-01-03,102.22
08-01-03,104.4682
09-01-03,92.9135
10-01-03,86.5047
11-01-03,88.5735
12-01-03,103.5428
01-01-04,113.7226
02-01-04,106.159
03-01-04,95.4029
04-01-04,86.7233
05-01-04,89.0302
06-01-04,95.5045
07-01-04,101.7948
08-01-04,100.2025
09-01-04,94.024
10-01-04,87.5262
11-01-04,89.6144
12-01-04,105.7263
01-01-05,111.1614
02-01-05,101.7795
03-01-05,98.9565
04-01-05,86.4776
05-01-05,87.2234
06-01-05,99.5076
07-01-05,108.3501
08-01-05,109.4862
09-01-05,99.1155
10-01-05,89.7567
11-01-05,90.4587
12-01-05,108.2257
01-01-06,104.4724
02-01-06,101.5196
03-01-06,98.4017
04-01-06,87.5093
05-01-06,90.0222
06-01-06,100.5244
07-01-06,110.9503
08-01-06,111.5192
09-01-06,95.7632
10-01-06,90.3738
11-01-06,92.3566
12-01-06,103.066
01-01-07,112.0576
02-01-07,111.8399
03-01-07,99.1925
04-01-07,90.8177
05-01-07,92.0587
06-01-07,100.9676
07-01-07,107.5686
08-01-07,114.1036
09-01-07,101.5316
10-01-07,93.0068
11-01-07,93.9126
12-01-07,106.7528
01-01-08,114.8331
02-01-08,108.2353
03-01-08,100.4386
04-01-08,90.9944
05-01-08,91.2348
06-01-08,103.9581
07-01-08,110.7631
08-01-08,107.5665
09-01-08,97.7183
10-01-08,90.9979
11-01-08,93.8057
12-01-08,109.4221
01-01-09,116.8316
02-01-09,104.4202
03-01-09,97.8529
04-01-09,88.1973
05-01-09,87.5366
06-01-09,97.2387
07-01-09,103.9086
08-01-09,105.7486
09-01-09,94.8823
10-01-09,89.2977
11-01-09,89.3585
12-01-09,110.6844
01-01-10,119.0166
02-01-10,110.533
03-01-10,98.2672
04-01-10,86.3
05-01-10,90.8364
06-01-10,104.3538
07-01-10,112.8066
08-01-10,112.9014
09-01-10,100.1209
10-01-10,88.9251
11-01-10,92.775
12-01-10,114.3266
01-01-11,119.488
02-01-11,107.3753
03-01-11,99.1028
04-01-11,89.3583
05-01-11,90.0698
06-01-11,102.8204
07-01-11,114.7068
08-01-11,113.5958
09-01-11,99.4712
10-01-11,90.3566
11-01-11,93.8095
12-01-11,107.3312
01-01-12,111.9646
02-01-12,103.3679
03-01-12,93.5772
04-01-12,87.5566
05-01-12,92.7603
06-01-12,101.14
07-01-12,113.0357
08-01-12,109.8601
09-01-12,96.7431
10-01-12,90.3805
11-01-12,94.3417
12-01-12,105.2722
01-01-13,115.501
02-01-13,106.734
03-01-13,102.9948
04-01-13,91.0092
05-01-13,90.9634
06-01-13,100.6957
07-01-13,110.148
08-01-13,108.1756
09-01-13,99.2809
10-01-13,91.7871
11-01-13,97.2853
12-01-13,113.4732
01-01-14,124.2549
02-01-14,112.8811
03-01-14,104.7631
04-01-14,90.2867
05-01-14,92.134
06-01-14,101.878
07-01-14,108.5497
08-01-14,108.194
09-01-14,100.4172
10-01-14,92.3837
11-01-14,99.7033
12-01-14,109.3477
01-01-15,120.2696
02-01-15,116.3788
03-01-15,104.4706
04-01-15,89.7461
05-01-15,91.093
06-01-15,102.6495
07-01-15,111.6354
08-01-15,110.5925
09-01-15,101.9204
10-01-15,91.5959
11-01-15,93.0628
12-01-15,103.2203
01-01-16,117.0837
02-01-16,106.6688
03-01-16,95.3548
04-01-16,89.3254
05-01-16,90.7369
06-01-16,104.0375
07-01-16,114.5397
08-01-16,115.5159
09-01-16,102.7637
10-01-16,91.4867
11-01-16,92.89
12-01-16,112.7694
01-01-17,114.8505
02-01-17,99.4901
03-01-17,101.0396
04-01-17,88.353
05-01-17,92.0805
06-01-17,102.1532
07-01-17,112.1538
08-01-17,108.9312
09-01-17,98.6154
10-01-17,93.6137
11-01-17,97.3359
12-01-17,114.7212
01-01-18,129.4048
