date,value
05-07-13,427.035
05-08-13,430.085
05-09-13,435.34
05-10-13,436.54
05-13-13,437.325
05-14-13,439.81
05-15-13,450.91
05-16-13,453.795
05-17-13,451.81
05-20-13,454.695
05-21-13,450.63
05-22-13,447.37
05-23-13,439.345
05-24-13,435.825
05-28-13,441.48
05-29-13,433.945
05-30-13,434.7
05-31-13,434.5
06-03-13,430.63
06-04-13,429.555
06-05-13,430.03
06-06-13,426.79
06-07-13,434.7
06-10-13,441.12
06-11-13,439.98
06-12-13,437.275
06-13-13,434.66
06-14-13,438.065
06-17-13,440.275
06-18-13,445.67
06-19-13,450.395
06-20-13,444.415
06-21-13,439.09
06-24-13,433.265
06-25-13,434.42
06-26-13,435.51
06-27-13,438.69
06-28-13,437.365
07-01-13,442.61
07-02-13,440.42
07-03-13,440.265
07-05-13,444.02
07-08-13,449.155
07-09-13,451.04
07-10-13,451.19
07-11-13,455.625
07-12-13,457.845
07-15-13,459.37
07-16-13,458.745
07-17-13,459.07
07-18-13,454.095
07-19-13,442.98
07-22-13,450.73
07-23-13,451.455
07-24-13,451.06
07-25-13,444.07
07-26-13,441.34
07-29-13,442.27
07-30-13,442.46
07-31-13,444.01
08-01-13,448.21
08-02-13,450.27
08-05-13,449.495
08-06-13,449.675
08-07-13,445.215
08-08-13,443.62
08-09-13,444.715
08-12-13,440.51
08-13-13,439.525
08-14-13,435.215
08-15-13,429.125
08-16-13,428.14
08-19-13,430.745
08-20-13,432.295
08-21-13,434.225
08-22-13,434.62
08-23-13,435.305
08-26-13,433.615
08-27-13,426.31
08-28-13,424.205
08-29-13,425.645
08-30-13,424.31
09-03-13,428.43
09-04-13,430.555
09-05-13,436.24
09-06-13,437.74
09-09-13,441.385
09-10-13,442.34
09-11-13,444.1
09-12-13,445.305
09-13-13,443.47
09-16-13,443.805
09-17-13,440.7
09-18-13,445.095
09-19-13,448.665
09-20-13,448.26
09-23-13,445.03
09-24-13,441.22
09-25-13,438.895
09-26-13,437.8
09-27-13,435.575
09-30-13,435.655
10-01-13,440.28
10-02-13,440.145
10-03-13,439.9
10-04-13,435.25
10-07-13,432.9
10-08-13,427.795
10-09-13,424.815
10-10-13,430.645
10-11-13,433.07
10-14-13,433.785
10-15-13,438.265
10-16-13,443.92
10-17-13,443.995
10-18-13,495.505
10-21-13,502.755
10-22-13,500.325
10-23-13,506.945
10-24-13,514.415
10-25-13,507.985
10-28-13,507.2
10-29-13,510.695
10-30-13,513.95
10-31-13,514.445
11-01-13,513.355
11-04-13,511.685
11-05-13,510.355
11-06-13,508.685
11-07-13,505.995
11-08-13,504.86
11-11-13,504.095
11-12-13,503.75
11-13-13,507.935
11-14-13,515.59
11-15-13,515.145
11-18-13,517.555
11-19-13,512.525
11-20-13,511.51
11-21-13,514.15
11-22-13,514.42
11-25-13,520.105
11-26-13,524.145
11-27-13,530.015
11-29-13,529.535
12-02-13,527.3
12-03-13,526.14
12-04-13,526.52
12-05-13,525.715
12-06-13,530.53
12-09-13,535.575
12-10-13,539.97
12-11-13,539.6
12-12-13,535.975
12-13-13,531.555
12-16-13,532.18
12-17-13,535.28
12-18-13,533.995
12-19-13,540.745
12-20-13,545.25
12-23-13,553.16
12-24-13,553.76
12-26-13,554.84
12-27-13,556.22
12-30-13,555.3
12-31-13,554.735
01-02-14,554.425
01-03-14,553.39
01-06-14,554.245
01-07-14,563.105
01-08-14,568.025
01-09-14,565.325
01-10-14,563.22
01-13-14,563.905
01-14-14,567.645
01-15-14,572.55
01-16-14,574.33
01-17-14,574.055
01-21-14,576.665
01-22-14,579.515
01-23-14,577.05
01-24-14,567.01
01-27-14,550.13
01-28-14,556.835
01-29-14,553.22
01-30-14,567.805
01-31-14,582.235
02-03-14,576.27
02-04-14,570.86
02-05-14,567.57
02-06-14,574.77
02-07-14,582.43
02-10-14,585.66
02-11-14,588.815
02-12-14,590.63
02-13-14,592.67
02-14-14,597.06
02-18-14,600.965
02-19-14,599.43
02-20-14,599.53
02-21-14,600.925
02-24-14,604.05
02-25-14,606.455
02-26-14,608.38
02-27-14,608.03
02-28-14,605.335
03-03-14,597.75
03-04-14,604.11
03-05-14,606.35
03-06-14,608.905
03-07-14,607.33
03-10-14,603.175
03-11-14,600.49
03-12-14,595.775
03-13-14,596.58
03-14-14,588.645
03-17-14,591.58
03-18-14,598.9
03-19-14,599.35
03-20-14,599
03-21-14,595.79
03-24-14,580.54
03-25-14,577.05
03-26-14,573.62
03-27-14,558.925
03-28-14,561.01
03-31-14,560.43
04-01-14,562.035
04-02-14,581.91
04-03-14,574.13
04-04-14,558.85
04-07-14,536.345
04-08-14,546.805
04-09-14,557.63
04-10-14,550.935
04-11-14,531.805
04-14-14,535.36
04-15-14,527.01
04-16-14,546.995
04-17-14,538.85
04-21-14,529.695
04-22-14,530.915
04-23-14,528.61
04-24-14,525.44
04-25-14,518.635
04-28-14,509.3
04-29-14,521.46
04-30-14,523.82
05-01-14,526.96
05-02-14,528.355
05-05-14,523.67
05-06-14,519.51
05-07-14,508.595
05-08-14,510.435
05-09-14,510.65
05-12-14,523.165
05-13-14,531.33
05-14-14,527.695
05-15-14,520.215
05-16-14,517.2
05-19-14,522.25
05-20-14,529.81
05-21-14,534.08
05-22-14,542.7
05-23-14,547.165
05-27-14,558.64
05-28-14,562.875
05-29-14,559.82
05-30-14,557.1
06-02-14,551.8
06-03-14,545.945
06-04-14,542.19
06-05-14,548.195
06-06-14,551.98
06-09-14,557.94
06-10-14,559.215
06-11-14,555.925
06-12-14,551.71
06-13-14,547.43
06-16-14,544.08
06-17-14,540.84
06-18-14,547.275
06-19-14,550.245
06-20-14,552.47
06-23-14,558.09
06-24-14,565.275
06-25-14,571.02
06-26-14,575.57
06-27-14,575.255
06-30-14,575.58
07-01-14,578.935
07-02-14,581.32
07-03-14,581.37
07-07-14,581.41
07-08-14,571.26
07-09-14,571.48
07-10-14,569.235
07-11-14,574.56
07-14-14,580.03
07-15-14,579.59
07-16-14,583.7
07-17-14,573.225
07-18-14,587.79
07-21-14,588.2
07-22-14,593.495
07-23-14,593.545
07-24-14,594.005
07-25-14,587.83
07-28-14,587.015
07-29-14,585.005
07-30-14,585.145
07-31-14,575.245
08-01-14,567.845
08-04-14,568.165
08-05-14,565.74
08-06-14,563.805
08-07-14,563.945
08-08-14,563.755
08-11-14,566.69
08-12-14,561.845
08-13-14,568.815
08-14-14,572.82
08-15-14,573.375
08-18-14,578.665
08-19-14,584.065
08-20-14,583.03
08-21-14,581.225
08-22-14,581.34
08-25-14,580.405
08-26-14,577.605
08-27-14,572.725
08-28-14,568.615
08-29-14,567.995
09-02-14,572.94
09-03-14,577.41
09-04-14,581.015
09-05-14,582.65
09-08-14,587.42
09-09-14,582.9
09-10-14,578.63
09-11-14,577.45
09-12-14,576.47
09-15-14,570.015
09-16-14,575.5
09-17-14,581.55
09-18-14,585.665
09-19-14,591.37
09-22-14,587.09
09-23-14,582.325
09-24-14,583.475
09-25-14,579.49
09-26-14,575.375
09-29-14,573.11
09-30-14,574.77
10-01-14,570.73
10-02-14,566.06
10-03-14,573.285
10-06-14,576.14
10-07-14,567.945
10-08-14,564.135
10-09-14,563.73
10-10-14,553.07
10-13-14,539.82
10-14-14,538.7
10-15-14,524.11
10-16-14,520.785
10-17-14,518.335
10-20-14,513.52
10-21-14,521.52
10-22-14,532.835
10-23-14,540.05
10-24-14,538.855
10-27-14,539.24
10-28-14,543.81
10-29-14,549.075
10-30-14,546.655
10-31-14,555.635
11-03-14,554.045
11-04-14,550.89
11-05-14,548.92
11-06-14,542.44
11-07-14,540.955
11-10-14,543.815
11-11-14,547.615
11-12-14,546.315
11-13-14,545.14
11-14-14,542.925
11-17-14,537.45
11-18-14,536.585
11-19-14,532.7
11-20-14,531.635
11-21-14,537.875
11-24-14,537.68
11-25-14,539.81
11-26-14,537.82
11-28-14,537.825
12-01-14,535.165
12-02-14,531.19
12-03-14,531.17
12-04-14,531.505
12-05-14,527.135
12-08-14,525.955
12-09-14,525.9
12-10-14,529.49
12-11-14,529.06
12-12-14,522.145
12-15-14,516.765
12-16-14,499.655
12-17-14,500.53
12-18-14,507.89
12-19-14,510.91
12-22-14,519.845
12-23-14,528.975
12-24-14,527.94
12-26-14,529.33
12-29-14,531.285
12-30-14,527.695
12-31-14,527.75
01-02-15,526.245
01-05-15,517.275
01-06-15,507.22
01-07-15,502.07
01-08-15,495.88
01-09-15,498.49
01-12-15,490.425
01-13-15,496.32
01-14-15,496.75
01-15-15,500.35
01-16-15,502.715
01-20-15,507.865
01-21-15,511.335
01-22-15,526.57
01-23-15,536.115
01-26-15,532.87
01-27-15,523.01
01-28-15,515.08
01-29-15,504.76
01-30-15,526.25
02-02-15,524.335
02-03-15,526.885
02-04-15,525.525
02-05-15,523.855
02-06-15,530.35
02-09-15,527.56
02-10-15,530.855
02-11-15,534.45
02-12-15,538.27
02-13-15,545.02
02-17-15,544.05
02-18-15,540.02
02-19-15,539.08
02-20-15,538.295
02-23-15,531.465
02-24-15,531.06
02-25-15,539.35
02-26-15,547.32
02-27-15,557.275
03-02-15,563.9
03-03-15,569.39
03-04-15,570.99
03-05-15,574.085
03-06-15,570.155
03-09-15,565.35
03-10-15,558.255
03-11-15,552.89
03-12-15,551.9
03-13-15,549.8
03-16-15,549.92
03-17-15,549.39
03-18-15,551.875
03-19-15,556.94
03-20-15,558.85
03-23-15,557.565
03-24-15,566.345
03-25-15,563.95
03-26-15,553.255
03-27-15,550.195
03-30-15,549.31
03-31-15,549.205
04-01-15,543.825
04-02-15,535.88
04-06-15,532.53
04-07-15,537.865
04-08-15,539.635
04-09-15,537.245
04-10-15,538.325
04-13-15,539.205
04-14-15,531.375
04-15-15,527.53
04-16-15,531.14
04-17-15,523.985
04-20-15,528.84
04-21-15,535.06
04-22-15,534.945
04-23-15,544.1
04-24-15,562.65
04-27-15,559.575
04-28-15,553.195
04-29-15,550.295
04-30-15,541.82
05-01-15,535.82
05-04-15,539.565
05-05-15,535.065
05-06-15,526.735
05-07-15,527.605
05-08-15,533.075
05-11-15,538.69
05-12-15,529.235
05-13-15,531.49
05-14-15,535.705
05-15-15,534.825
05-18-15,531.835
05-19-15,536.85
05-20-15,537.945
05-21-15,539.91
05-22-15,541.85
05-26-15,534.44
05-27-15,536.13
05-28-15,538.43
05-29-15,535.04
06-01-15,533.275
06-02-15,537.165
06-03-15,540.305
06-04-15,537.455
06-05-15,534.86
06-08-15,530.18
06-09-15,526.105
06-10-15,533.855
06-11-15,536
06-12-15,531.64
06-15-15,526.15
06-16-15,527.6
06-17-15,528.04
06-18-15,534.47
06-19-15,535.63
06-22-15,540.635
06-23-15,538.375
06-24-15,537.83
06-25-15,538.065
06-26-15,534.555
06-29-15,524.575
06-30-15,523.375
07-01-15,521.96
07-02-15,522.865
07-06-15,522.125
07-07-15,520.68
07-08-15,519.42
07-09-15,522.06
07-10-15,529.055
07-13-15,539.755
07-14-15,556.28
07-15-15,561.645
07-16-15,572.84
07-17-15,659.735
07-20-15,660.945
07-21-15,663.65
07-22-15,668.82
07-23-15,652.315
07-24-15,635.345
07-27-15,627.4
07-28-15,628.07
07-29-15,628.005
07-30-15,628.635
07-31-15,629.205
08-03-15,629.2
08-04-15,630.985
08-05-15,640.51
08-06-15,638.815
08-07-15,636.195
08-10-15,637.345
08-11-15,664.585
08-12-15,658.645
08-13-15,658.08
08-14-15,656.255
08-17-15,656.31
08-18-15,658.73
08-19-15,660.595
08-20-15,652.945
08-21-15,626.19
08-24-15,582.19
08-25-15,599.28
08-26-15,615.38
08-27-15,632.795
08-28-15,630.72
08-31-15,626.74
09-01-15,603.48
09-02-15,607.025
09-03-15,611.265
09-04-15,599.36
09-08-15,610.215
09-09-15,618.06
09-10-15,617.795
09-11-15,621.6
09-14-15,622.645
09-15-15,631.24
09-16-15,635.135
09-17-15,642.96
09-18-15,633.51
09-21-15,631.215
09-22-15,621.49
09-23-15,624.465
09-24-15,619.86
09-25-15,620.385
09-28-15,601.99
09-29-15,597.61
09-30-15,604.745
10-01-15,605.97
10-02-15,615.235
10-05-15,635.005
10-06-15,642.89
10-07-15,641.38
10-08-15,635.005
10-09-15,640.655
10-12-15,643.755
10-13-15,650.48
10-14-15,654.12
10-15-15,658.795
10-16-15,661.085
10-19-15,663.2
10-20-15,654.46
10-21-15,648.8
10-22-15,650.905
10-23-15,715.75
10-26-15,710.205
10-27-15,709.085
10-28-15,708.03
10-29-15,714.135
10-30-15,714.025
11-02-15,713.735
11-03-15,719.685
11-04-15,727.5
11-05-15,734.475
11-06-15,731.21
11-09-15,727.07
11-10-15,724.545
11-11-15,735.615
11-12-15,733.225
11-13-15,723.94
11-16-15,720.41
11-17-15,727.435
11-18-15,734.205
11-19-15,739.715
11-20-15,750.46
11-23-15,757.265
11-24-15,746.455
11-25-15,749.03
11-27-15,750.45
11-30-15,748.1
12-01-15,757.825
12-02-15,767.46
12-03-15,757.31
12-04-15,759.245
12-07-15,761.91
12-08-15,759.5
12-09-15,750.615
12-10-15,749.84
12-11-15,741.23
12-14-15,736.45
12-15-15,750.545
12-16-15,750.01
12-17-15,755.84
12-18-15,746.14
12-21-15,745
12-22-15,750.19
12-23-15,749.105
12-24-15,748.985
12-28-15,756.255
12-29-15,773.205
12-30-15,772.25
12-31-15,763.92
01-04-16,737.66
01-05-16,745.32
01-06-16,738.05
01-07-16,728.78
01-08-16,723.115
01-11-16,711.195
01-12-16,723.035
01-13-16,716.675
01-14-16,705.51
01-15-16,696.055
01-19-16,701.695
01-20-16,690.055
01-21-16,706.825
01-22-16,724.125
01-25-16,719.845
01-26-16,712.38
01-27-16,706.31
01-28-16,723.02
01-29-16,735.895
02-01-16,750.565
02-02-16,777.26
02-03-16,747.5
02-04-16,714.43
02-05-16,692.07
02-08-16,673.545
02-09-16,684.335
02-10-16,691.72
02-11-16,679.11
02-12-16,686.175
02-16-16,691.525
02-17-16,700.565
02-18-16,704.19
02-19-16,698.565
02-22-16,707.875
02-23-16,700.99
02-24-16,690.39
02-25-16,698.285
02-26-16,707.145
02-29-16,704.285
03-01-16,709.29
03-02-16,716
03-03-16,712.735
03-04-16,711.255
03-07-16,697.495
03-08-16,694.565
03-09-16,699.84
03-10-16,709.9
03-11-16,722.025
03-14-16,730.325
03-15-16,728.53
03-16-16,730.99
03-17-16,739.535
03-18-16,736.915
03-21-16,738.01
03-22-16,741.23
03-23-16,740.935
03-24-16,734.375
03-28-16,735.745
03-29-16,738.005
03-30-16,753.31
03-31-16,745.895
04-01-16,743.67
04-04-16,747.615
04-05-16,739.085
04-06-16,740.9
04-07-16,741.64
04-08-16,740.5
04-11-16,740.525
04-12-16,737.42
04-13-16,749.32
04-14-16,755.01
04-15-16,756.845
04-18-16,762.675
04-19-16,759.615
04-20-16,754.07
04-21-16,755
04-22-16,724.865
04-25-16,719.76
04-26-16,714.4
04-27-16,700.67
04-28-16,701.86
04-29-16,693.31
05-02-16,695.82
05-03-16,694.92
05-04-16,694.38
05-05-16,699.02
05-06-16,704.985
05-09-16,714.355
05-10-16,719.61
05-11-16,718.64
05-12-16,714.125
05-13-16,712.96
05-16-16,712.065
05-17-16,712.815
05-18-16,706.115
05-19-16,701.4
05-20-16,707.55
05-23-16,707.83
05-24-16,713.915
05-25-16,723.61
05-26-16,724.305
05-27-16,728.97
05-31-16,735.495
06-01-16,733.935
06-02-16,728.595
06-03-16,725.025
06-06-16,719.76
06-07-16,719.265
06-08-16,724.575
06-09-16,725.94
06-10-16,721.16
06-13-16,720.975
06-14-16,717.795
06-15-16,720.145
06-16-16,709.955
06-17-16,698.635
06-20-16,697.945
06-21-16,697.39
06-22-16,696.97
06-23-16,694.475
06-24-16,681.425
06-27-16,667.79
06-28-16,676.665
06-29-16,684.42
06-30-16,687.985
07-01-16,696.39
07-05-16,692.91
07-06-16,695.385
07-07-16,693.21
07-08-16,701.07
07-11-16,711.875
07-12-16,719.425
07-13-16,720.425
07-14-16,720.12
07-15-16,722.395
07-18-16,728.66
07-19-16,732.995
07-20-16,739.615
07-21-16,738.76
07-22-16,739.9
07-25-16,740.055
07-26-16,737.98
07-27-16,740.73
07-28-16,743.975
07-29-16,772.66
08-01-16,770.76
08-02-16,771.845
08-03-16,770.015
08-04-16,771.43
08-05-16,777.69
08-08-16,780.36
08-09-16,784.755
08-10-16,784.795
08-11-16,786.36
08-12-16,781.9
08-15-16,783.8
08-16-16,777.21
08-17-16,777.17
08-18-16,779.93
08-19-16,775.115
08-22-16,772.295
08-23-16,774.11
08-24-16,770.785
08-25-16,767.535
08-26-16,770.965
08-29-16,770.8
08-30-16,770.655
08-31-16,767.235
09-01-16,767.66
09-02-16,771.165
09-06-16,776.5
09-07-16,779.465
09-08-16,776.965
09-09-16,766.45
09-12-16,762.145
09-13-16,761.01
09-14-16,763.395
09-15-16,766.88
09-16-16,767.205
09-19-16,769.22
09-20-16,770.93
09-21-16,772.73
09-22-16,784.145
09-23-16,786.54
09-26-16,777.905
09-27-16,780.15
09-28-16,778.39
09-29-16,780.015
09-30-16,777.515
10-03-16,772.785
10-04-16,775.8
10-05-16,778.86
10-06-16,778.01
10-07-16,775.205
10-10-16,782.625
10-11-16,786.43
10-12-16,785.095
10-13-16,777.11
10-14-16,779.975
10-17-16,781.675
10-18-16,793.59
10-19-16,801.315
10-20-16,800
10-21-16,796.75
10-24-16,810
10-25-16,810.91
10-26-16,801.65
10-27-16,797.495
10-28-16,804.54
10-31-16,790.43
11-01-16,782.515
11-02-16,772.55
11-03-16,764.49
11-04-16,760.46
11-07-16,778.87
11-08-16,787.91
11-09-16,781.45
11-10-16,771.675
11-11-16,755.58
11-14-16,742.695
11-15-16,755.695
11-16-16,758.435
11-17-16,768.465
11-18-16,767.5
11-21-16,765.15
11-22-16,771.98
11-23-16,761.765
11-25-16,762.76
11-28-16,769.665
11-29-16,773.37
11-30-16,763.91
12-01-16,748.44
12-02-16,748.55
12-05-16,758.4
12-06-16,763.085
12-07-16,763.58
12-08-16,772.705
12-09-16,784.225
12-12-16,787.8
12-13-16,798.86
12-14-16,799.005
12-15-16,797.96
12-16-16,795.575
12-19-16,791.965
12-20-16,795.96
12-21-16,791.89
12-22-16,790.95
12-23-16,790.01
12-27-16,792.76
12-28-16,788.715
12-29-16,782.425
12-30-16,776.595
